TEST_PLAYER_RESULTS_ID,TEST_PLAYER_RESPONSE_ID,TEST_SERIAL_ID,TEST_PLAYER_TEST_SERIAL_ID,TEST_NAME,ITEM_SERIAL_ID,TEST_PLAYER_ITEM_SERIAL_ID,DISTRACTOR_SERIAL_ID,TSTPLY_DISTRACTOR_SERIAL_ID,MASTER_TEST_QUESTION_POSITION,TSTPLR_QUESTION_POSITION,DISTRACTOR_POSITION_CODE,DISTRACTOR_POSITION_CODE1,RAW_EARNED_SCORE,RAW_POSSIBLE_SCORE,CATALOG_ITEM_FLAG,
"1346258","1754618","6.G.07_01","30425","6.G.07_01","QUE_0_0_408788B5F96C40E386FD93888E4FC4CE","46399","QUE_0_0_408788B5F96C40E386FD93888E4FC4CE_A0","138269","1","1","1","A","0","1","Y"
"1346258","1754619","6.G.07_01","30425","6.G.07_01","QUE_0_1_408788B5F96C40E386FD93888E4FC4CE","46400","QUE_0_1_408788B5F96C40E386FD93888E4FC4CE_A0","138273","2","2","1","A","0","1","Y"
"1346258","1754620","6.G.07_01","30425","6.G.07_01","QUE_0_2_408788B5F96C40E386FD93888E4FC4CE","46401","QUE_0_2_408788B5F96C40E386FD93888E4FC4CE_A1","138278","3","3","2","B","0","1","Y"
"1346258","1754621","6.G.07_01","30425","6.G.07_01","QUE_0_3_408788B5F96C40E386FD93888E4FC4CE","46402","QUE_0_3_408788B5F96C40E386FD93888E4FC4CE_A0","138281","4","4","1","A","1","1","Y"
"1346258","1754622","6.G.07_01","30425","6.G.07_01","QUE_0_4_408788B5F96C40E386FD93888E4FC4CE","46403","40","40","5","5","0","","0","1","Y"
"1346259","1754623","6.G.08_04","25460","6.G.08_04","QUE_0_0_2A7CEEE55BC84ED683D6ADB55C0F2B04","44036","QUE_0_0_2A7CEEE55BC84ED683D6ADB55C0F2B04_A1","128872","1","1","2","B","1","1","Y"
"1346259","1754624","6.G.08_04","25460","6.G.08_04","QUE_0_1_2A7CEEE55BC84ED683D6ADB55C0F2B04","44037","QUE_0_1_2A7CEEE55BC84ED683D6ADB55C0F2B04_A2","128877","2","2","3","C","0","1","Y"
"1346259","1754625","6.G.08_04","25460","6.G.08_04","QUE_0_2_2A7CEEE55BC84ED683D6ADB55C0F2B04","44038","QUE_0_2_2A7CEEE55BC84ED683D6ADB55C0F2B04_A0","128879","3","3","1","A","0","1","Y"
"1346259","1754626","6.G.08_04","25460","6.G.08_04","QUE_0_3_2A7CEEE55BC84ED683D6ADB55C0F2B04","44039","QUE_0_3_2A7CEEE55BC84ED683D6ADB55C0F2B04_A1","128884","4","4","2","B","0","1","Y"
"1346259","1754627","6.G.08_04","25460","6.G.08_04","QUE_0_4_2A7CEEE55BC84ED683D6ADB55C0F2B04","44040","360","360","5","5","0","","0","1","Y"
